,Unnamed: 0,Title,O*NET-SOC Code,Weighted_Labelscore,Sum_Importance_Scores,Absolute_AGI_Importance_Score,Absolute_Non_AGI_Importance_Score,Augmentation_Score,A0,A1,A2,A3,A4,P,Augmentation Rank,Automation Score,Automation Rank,AII,AII Rank,Auto-AII Rank-Diff,Aug-AII Rank-Diff
150,181,Mechanical Drafters,17-3013.00,34.7575,58.46,45.47,12.99,0.3456578934586184,0,1,2,5,4,3,426,0.594551830311324,352,0.2,151,-201,-275
151,354,Media Technical Directors/Managers,27-2012.05,33.8375,60.1,47.22,12.88,0.3367618583558738,0,0,3,8,1,3,438,0.5630199667221297,393,0.2,152,-241,-286
152,118,Software Quality Assurance Analysts and Testers,15-1253.00,76.225,109.13,85.85,23.28,0.3356332364176608,1,1,1,5,16,6,439,0.6984788784019059,167,0.2,153,-14,-286
153,113,Database Architects,15-1243.00,66.1475,94.66,74.96,19.7,0.3296042473270177,0,0,0,9,11,5,451,0.6987904077751954,165,0.2,154,-11,-297
154,435,Medical and Clinical Laboratory Technologists,29-2011.00,39.21,69.07000000000001,55.27,13.8,0.3197566863268892,0,0,2,10,0,3,466,0.567684957289706,386,0.2,155,-231,-311
155,74,Logistics Engineers,13-1081.01,70.9875,107.88,86.47,21.41,0.3181487684100584,0,0,2,14,8,6,471,0.6580228031145717,242,0.2,156,-86,-315
156,176,Nanosystems Engineers,17-2199.09,55.4125,84.33,68.29,16.04,0.3080542974259797,0,0,0,15,5,5,484,0.6570911893750742,244,0.2,157,-87,-327
157,636,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,48.555,103.53,82.86,20.67,0.3195824878178173,0,6,8,1,6,5,467,0.4689944943494639,522,0.1923076923076923,158,-364,-309
158,407,Nurse Midwives,29-1161.00,41.705,95.68,61.41,34.27,0.459770247781065,3,1,2,11,0,4,220,0.435880016722408,573,0.1904761904761904,159,-414,-61
159,542,Gambling Dealers,39-3011.00,35.18,95.91,63.9,32.01,0.4447221350090781,3,5,2,6,1,4,272,0.3668022104055886,673,0.1904761904761904,160,-513,-112
160,643,Animal Breeders,45-2021.00,20.48,83.54,26.66,56.88,0.4345710452299032,10,0,2,3,2,4,298,0.2451520229830021,813,0.1904761904761904,161,-652,-137
161,840,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,34.3025,80.47,61.15,19.32,0.3648930373004787,1,6,1,8,1,4,401,0.4262768733689574,589,0.1904761904761904,162,-427,-239
162,84,Business Continuity Planners,13-1199.04,54.215,85.27,68.71,16.56,0.3129808391941606,0,0,1,12,4,4,476,0.635803916969626,285,0.1904761904761904,163,-122,-313
163,138,Clinical Data Managers,15-2051.02,49.5175,78.3,63.42,14.88,0.3078475066425918,0,0,1,13,3,4,486,0.6324074074074074,291,0.1904761904761904,164,-127,-322
164,725,Security and Fire Alarm Systems Installers,49-2098.00,21.205,66.62,36.47,30.15,0.4955001824603551,4,1,5,2,1,3,68,0.3182978084659261,729,0.1875,165,-564,97
165,744,Industrial Machinery Mechanics,49-9041.00,14.954999999999998,62.89,27.96,34.93,0.4938585294861353,6,2,3,1,1,3,80,0.2377961520114485,820,0.1875,166,-654,86
166,792,"Model Makers, Metal and Plastic",51-4061.00,18.895,61.37,35.59,25.78,0.4872239744241853,4,4,1,3,1,3,123,0.3078865895388626,742,0.1875,167,-575,44
167,136,Data Scientists,15-2051.00,11.5,16.0,13.0,3.0,0.3046875,0,0,1,4,8,3,493,0.71875,126,0.1875,168,42,-325
168,471,Orderlies,31-1132.00,24.61,90.71,42.46,48.25,0.4979628791308284,8,3,1,6,0,4,44,0.2713041561018631,786,0.1818181818181818,169,-617,125
169,182,Aerospace Engineering and Operations Technologists and Technicians,17-3021.00,16.330000000000002,47.620000000000005,26.26,21.36,0.4947060067618473,3,1,1,4,0,2,74,0.3429231415371692,699,0.1818181818181818,170,-529,96
170,908,Crane and Tower Operators,53-7021.00,14.2725,45.48,20.34,25.14,0.4944305595199141,4,0,1,4,0,2,78,0.3138192612137203,733,0.1818181818181818,171,-562,93
171,395,Respiratory Therapists,29-1126.00,30.3525,98.14,62.92,35.22,0.4601675118898904,4,5,5,4,0,4,219,0.3092775626655797,739,0.1818181818181818,172,-567,-47
172,393,Radiation Therapists,29-1124.00,47.205,98.83,65.87,32.96,0.4445568140668874,3,1,1,12,1,4,273,0.4776383689163209,512,0.1818181818181818,173,-339,-100
173,92,Credit Analysts,13-2041.00,28.2125,44.69,36.1,8.59,0.3105343536370815,0,0,0,8,1,2,479,0.6312933542179459,296,0.1818181818181818,174,-122,-305
174,897,Ship Engineers,53-5031.00,28.3175,73.67,37.73,35.94,0.49970481469971,5,0,2,5,2,3,19,0.3843830595900638,655,0.1764705882352941,175,-480,156
175,117,Software Developers,15-1252.00,44.005,60.62,49.16,11.46,0.3066158656818072,0,0,1,4,9,3,489,0.7259155394259321,116,0.1764705882352941,176,60,-313
176,370,Interpreters and Translators,27-3091.00,44.94,71.19,57.75,13.44,0.3062973694973068,0,1,4,1,8,3,491,0.6312684365781711,297,0.1764705882352941,177,-120,-314
177,585,Real Estate Brokers,41-9021.00,36.0675,66.76,54.84,11.92,0.2933398335200701,0,1,3,10,0,3,506,0.5402561414020371,432,0.1764705882352941,178,-254,-328
178,484,Phlebotomists,31-9097.00,31.41,102.34,48.67,53.67,0.4988065088918524,8,2,2,6,1,4,33,0.3069181160836428,743,0.1739130434782608,179,-564,146
179,805,Printing Press Operators,51-5112.00,45.5325,99.33,64.12,35.21,0.4576449384945378,4,2,3,5,5,4,226,0.4583962549078828,539,0.1739130434782608,180,-359,-46
180,706,"Earth Drillers, Except Oil and Gas",47-5023.00,29.46,112.68,47.42,65.26,0.4874666828975504,12,2,2,8,0,5,121,0.2614483493077742,791,0.1724137931034483,181,-610,60
181,883,Heavy and Tractor-Trailer Truck Drivers,53-3032.00,45.3175,125.87,74.7,51.17,0.4825269228576354,7,5,3,6,3,5,140,0.3600341622308731,681,0.1724137931034483,182,-499,42
182,799,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,54.945,110.53,80.55,29.98,0.3953364233910147,3,4,0,15,2,5,363,0.4971048584094816,477,0.1724137931034483,183,-294,-180
183,723,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,12.6825,50.25,29.46,20.79,0.4851154377366896,3,3,3,1,0,2,132,0.2523880597014926,805,0.1666666666666666,184,-621,52
184,843,"Cutters and Trimmers, Hand",51-9031.00,24.845,72.98,44.66,28.32,0.4749350760833426,4,6,0,2,3,3,168,0.3404357358180323,703,0.1666666666666666,185,-518,17
185,906,Passenger Attendants,53-6061.00,14.8475,50.22,33.15,17.07,0.4487388108808696,2,4,2,2,0,2,256,0.2956491437674233,758,0.1666666666666666,186,-572,-70
186,917,Stockers and Order Fillers,53-7065.00,41.47,117.34,78.3,39.04,0.4440270202894459,5,8,7,0,5,5,275,0.3534174194648031,687,0.1666666666666666,187,-500,-88
187,909,Dredge Operators,53-7031.00,6.0975,25.66,8.129999999999999,17.53,0.432901562430707,3,0,0,2,0,1,303,0.2376266562743569,822,0.1666666666666666,188,-634,-115
188,774,Bakers,51-3011.00,32.97,77.53,55.49,22.04,0.4069272211757808,2,3,5,2,3,3,345,0.4252547401006062,591,0.1666666666666666,189,-402,-156
189,383,Prosthodontists,29-1024.00,8.205,52.58,14.14,38.44,0.3932073439578243,7,1,0,2,0,2,367,0.156047926968429,878,0.1666666666666666,190,-688,-177
190,787,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,28.7825,71.45,54.83,16.62,0.3570054078248184,1,3,7,4,0,3,413,0.4028341497550734,628,0.1666666666666666,191,-437,-222
191,428,"Ophthalmologists, Except Pediatric",29-1241.00,43.8925,79.3,61.11,18.19,0.353531897164502,1,0,2,12,0,3,417,0.5534993694829761,412,0.1666666666666666,192,-220,-225
192,180,Electrical and Electronics Drafters,17-3012.00,62.8075,103.82,80.78999999999999,23.03,0.3452387159570111,2,0,3,14,6,5,427,0.6049653246002697,336,0.1666666666666666,193,-143,-234
193,895,"Captains, Mates, and Pilots of Water Vessels",53-5021.00,70.97,126.83,99.12,27.71,0.3414945915599143,1,1,1,22,0,5,435,0.5595679255696602,397,0.1666666666666666,194,-203,-241
194,223,Remote Sensing Scientists and Technologists,19-2099.01,55.775,92.72,72.49,20.23,0.3411592352977524,1,0,6,6,7,4,436,0.6015422778257118,346,0.1666666666666666,195,-151,-241
195,830,Biomass Plant Technicians,51-8013.03,37.065,74.97,59.260000000000005,15.71,0.3312781606351134,1,1,6,6,1,3,446,0.4943977591036414,484,0.1666666666666666,196,-288,-250
196,188,Industrial Engineering Technologists and Technicians,17-3026.00,26.315,47.16,37.32,9.84,0.3302319859630038,0,1,4,16,4,5,449,0.5579940627650553,405,0.1666666666666666,197,-208,-252
197,24,Supply Chain Managers,11-3071.04,67.0375,108.83,86.62,22.21,0.3248624200625856,1,0,3,16,5,5,455,0.6159836442157492,322,0.1666666666666666,198,-124,-257
198,83,Search Marketing Strategists,13-1161.01,80.765,126.58,102.28,24.3,0.3102392957941309,0,0,3,19,8,6,480,0.6380549849897298,280,0.1666666666666666,199,-81,-281
199,420,Psychiatrists,29-1223.00,27.44,49.09,39.78,9.31,0.3073678159865427,0,1,1,7,1,2,487,0.5589733143206356,402,0.1666666666666666,200,-202,-287
200,147,Bioengineers and Biomedical Engineers,17-2031.00,65.395,104.9,85.39,19.51,0.302791237012689,0,0,2,20,3,5,497,0.6234032411820781,307,0.1666666666666666,201,-106,-296
201,112,Database Administrators,15-1242.00,38.975,60.72,49.89,10.83,0.2930950139824086,0,1,1,8,5,3,507,0.6418807641633729,273,0.1666666666666666,202,-71,-305
202,101,Tax Preparers,13-2082.00,30.42,52.33,43.01,9.32,0.2927614443449673,0,1,1,7,1,2,508,0.5813109115230269,372,0.1666666666666666,203,-169,-305
203,786,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,35.0475,72.97,60.08,12.89,0.2908868873650705,0,5,3,5,2,3,510,0.4803001233383582,508,0.1666666666666666,204,-304,-306
204,360,Music Directors and Composers,27-2041.00,74.6525,111.98,92.27,19.71,0.2900655913443071,0,1,5,6,13,5,512,0.6666592248615825,220,0.1666666666666666,205,-15,-307
205,582,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,39.05,74.2,61.58,12.62,0.2823067254669757,0,2,4,8,1,3,522,0.5262803234501348,449,0.1666666666666666,206,-243,-316
206,120,Web and Digital Interface Designers,15-1255.00,20.0,30.0,25.0,5.0,0.2777777777777777,0,1,5,7,12,5,530,0.6666666666666666,219,0.1666666666666666,207,-12,-323
207,916,"Packers and Packagers, Hand",53-7064.00,29.3325,49.54,41.63,7.91,0.2683495587748016,0,2,0,6,2,2,544,0.5920972951150585,356,0.1666666666666666,208,-148,-336
208,27,Training and Development Managers,11-3131.00,31.137500000000003,47.54,40.370000000000005,7.17,0.2561471605338566,0,0,1,7,2,2,559,0.6549747580984435,251,0.1666666666666666,209,-42,-350
209,520,Food Preparation Workers,35-2021.00,46.795,131.15,84.46000000000001,46.69,0.4585306351087312,6,7,6,3,4,5,225,0.356805184902783,686,0.1612903225806451,210,-476,-15
210,784,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,53.8425,123.54,91.31,32.230000000000004,0.3856501014576495,3,4,8,10,1,5,372,0.4358305002428363,574,0.1612903225806451,211,-363,-161
211,397,Exercise Physiologists,29-1128.00,45.335,101.8,63.8,38.0,0.4678845611990072,5,1,1,13,1,4,195,0.4453339882121808,557,0.16,212,-345,17
212,189,Nanotechnology Engineering Technologists and Technicians,17-3026.01,52.28,93.33,71.55,21.78,0.3578120626501229,2,0,5,10,4,4,411,0.5601628629593914,396,0.16,213,-183,-198
213,816,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063.00,40.1575,81.19,55.02,26.17,0.4368669811647203,3,0,2,10,1,3,293,0.4946114053454859,483,0.1578947368421052,214,-269,-79
214,20,Biomass Power Plant Managers,11-3051.04,41.285,73.28,54.87,18.41,0.3762251491557179,2,0,1,12,1,3,385,0.5633870087336245,392,0.1578947368421052,215,-177,-170
215,419,"Physicians, Pathologists",29-1222.00,45.6,77.89,60.8,17.09,0.3425407387135744,1,0,0,15,0,3,432,0.5854410065476955,366,0.1578947368421052,216,-150,-216
216,834,Chemical Plant and System Operators,51-8091.00,46.71,84.37,66.66,17.71,0.3316941163271795,1,2,0,12,1,3,445,0.5536328078700959,411,0.1578947368421052,217,-194,-228
217,633,Word Processors and Typists,43-9022.00,51.12,74.37,62.81,11.56,0.2625554636536436,0,3,1,1,11,3,548,0.6873739411052843,191,0.1578947368421052,218,27,-330
218,346,Graphic Designers,27-1024.00,52.795,77.1,65.13,11.97,0.2622988993020334,0,0,6,0,10,3,549,0.6847600518806746,195,0.1578947368421052,219,24,-330
219,863,Etchers and Engravers,51-9194.00,33.4375,108.57,55.59,52.98,0.4997110442484442,9,3,3,6,1,4,18,0.3079810260661325,741,0.1538461538461538,220,-521,202
220,918,Gas Compressor and Gas Pumping Station Operators,53-7071.00,20.635,51.81,28.89,22.92,0.4933611710062165,4,1,0,5,1,2,85,0.3982821849063886,635,0.1538461538461538,221,-414,136
221,730,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,7.917499999999999,102.43,19.71,82.72,0.3107941247160941,17,3,1,1,0,4,478,0.0772966904227277,914,0.1538461538461538,222,-692,-256
222,529,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011.00,63.265,107.57,87.09,20.48,0.30828039109055,1,0,5,13,3,4,483,0.5881286604071768,361,0.1538461538461538,223,-138,-260
223,43,Postmasters and Mail Superintendents,11-9131.00,33.5675,53.65,44.44,9.21,0.2843964844106246,0,0,1,9,1,2,518,0.6256756756756757,304,0.1538461538461538,224,-80,-294
224,263,Mental Health and Substance Abuse Social Workers,21-1023.00,26.9875,51.72,43.19,8.530000000000001,0.2754515359939804,0,0,6,4,1,2,535,0.5218000773395205,453,0.1538461538461538,225,-228,-310
225,904,Aviation Inspectors,53-6051.01,34.34,55.7,47.17,8.530000000000001,0.259378821527225,0,0,1,10,0,2,554,0.6165170556552962,321,0.1538461538461538,226,-95,-328
226,712,"Roustabouts, Oil and Gas",47-5071.00,4.0075,43.76,6.43,37.33,0.2506942262766161,9,0,1,1,0,2,567,0.0915790676416819,907,0.1538461538461538,227,-680,-340
227,666,"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,20.0475,73.83,36.67,37.16,0.4999779759883787,7,4,0,6,0,3,4,0.2715359609914669,785,0.15,228,-557,224
228,433,Naturopathic Physicians,29-1299.01,34.8075,83.36,50.72,32.64,0.4764792348981915,5,1,2,8,1,3,163,0.4175563819577735,605,0.15,229,-376,66
229,380,"Dentists, General",29-1021.00,23.2175,85.97,28.62,57.35,0.4441597437173894,10,0,0,5,2,3,274,0.2700651390019774,787,0.15,230,-557,-44
230,528,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,30.445,81.86,56.23,25.630000000000003,0.4301334374044367,3,3,7,2,2,3,309,0.3719154654287808,666,0.15,231,-435,-78
231,703,"Rotary Drill Operators, Oil and Gas",47-5012.00,18.33,83.41,25.94,57.47,0.4285533774578988,11,1,0,4,1,3,314,0.2197578228030212,837,0.15,232,-605,-82
232,694,Elevator and Escalator Installers and Repairers,47-4021.00,14.89,86.37,21.41,64.96000000000001,0.3728780682435688,12,1,0,3,1,3,392,0.1723978233182818,869,0.15,233,-636,-159
233,853,Packaging and Filling Machine Operators and Tenders,51-9111.00,47.325,85.68,68.54,17.14,0.3200560180499214,1,1,4,9,2,3,464,0.5523459383753502,414,0.15,234,-180,-230
234,159,Industrial Engineers,17-2112.00,52.455,70.71,59.33,11.38,0.270075340045022,0,0,0,8,9,3,539,0.7418328383538396,88,0.15,235,147,-304
235,764,First-Line Supervisors of Production and Operating Workers,51-1011.00,52.8775,79.1,66.45,12.65,0.2686968279362804,0,0,1,12,4,3,543,0.6684892541087232,216,0.15,236,20,-307
236,386,Pharmacists,29-1051.00,49.2925,80.98,68.43,12.55,0.2619176205339859,0,1,0,16,0,3,550,0.6086996789330699,330,0.15,237,-93,-313
237,707,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032.00,46.975,98.95,65.62,33.33,0.4467555313612538,6,1,0,16,0,4,263,0.4747347145022739,514,0.1481481481481481,238,-276,-25
238,879,Airfield Operations Specialists,53-2022.00,68.23,109.24,94.66,14.58,0.2313079911256641,0,1,1,21,0,4,590,0.6245880629805932,306,0.1481481481481481,239,-67,-351
239,671,Electricians,47-2111.00,23.5725,86.05,40.67,45.38,0.4985020060158528,8,3,2,4,1,3,37,0.2739395700174317,783,0.1428571428571428,240,-543,203
240,475,Physical Therapist Assistants,31-2021.00,18.1825,87.02,37.57,49.45,0.4906810983624335,9,3,4,1,1,3,97,0.2089462192599402,844,0.1428571428571428,241,-603,144
241,341,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-1013.00,50.8875,101.67,65.65,36.02,0.4575333835055875,6,0,6,4,8,4,228,0.5005163765122456,473,0.1428571428571428,242,-231,14
242,424,Urologists,29-1229.03,29.965,64.3,41.54,22.76,0.4573480163212391,3,0,1,8,0,2,230,0.4660186625194401,530,0.1428571428571428,243,-287,13
243,696,Hazardous Materials Removal Workers,47-4041.00,37.1475,84.57000000000001,56.24,28.33,0.4455425857710386,4,1,4,8,1,3,268,0.4392515076268179,568,0.1428571428571428,244,-324,-24
244,768,Electromechanical Equipment Assemblers,51-2023.00,28.7,53.15,37.22,15.93,0.4197740645982323,2,1,0,6,3,2,326,0.5399811853245532,433,0.1428571428571428,245,-188,-81
245,336,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-9042.00,35.2375,111.01,77.89,33.12,0.4186757647865107,4,8,9,2,1,4,327,0.317426357985767,730,0.1428571428571428,246,-484,-81
246,777,Slaughterers and Meat Packers,51-3023.00,30.585,61.28,43.68,17.6,0.4094376538118058,2,1,0,9,0,2,342,0.4991024804177545,475,0.1428571428571428,247,-228,-95
247,796,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,33.9875,83.53,60.05,23.48,0.4041626134404692,3,5,2,7,1,3,349,0.406889740213097,621,0.1428571428571428,248,-373,-101
248,377,"Camera Operators, Television, Video, and Film",27-4031.00,43.0,86.59,65.22,21.37,0.3717747009964127,2,0,8,5,3,3,394,0.4965931400854602,479,0.1428571428571428,249,-230,-145
249,886,"Bus Drivers, Transit and Intercity",53-3052.00,23.8775,59.56,47.41,12.15,0.3247632289802857,1,5,1,5,0,2,457,0.4008982538616521,631,0.1428571428571428,250,-381,-207
250,78,"Meeting, Convention, and Event Planners",13-1121.00,45.21,83.13,66.56,16.57,0.31919071997963,1,0,7,8,2,3,469,0.5438469866474197,429,0.1428571428571428,251,-178,-218
251,230,Neuropsychologists,19-3039.02,36.28,59.36,49.89,9.47,0.2681672226117217,0,0,3,7,2,2,545,0.6111859838274933,326,0.1428571428571428,252,-74,-293
252,889,Locomotive Engineers,53-4011.00,36.7275,64.23,54.71,9.52,0.252497925763004,0,2,0,10,0,2,563,0.5718122372723026,381,0.1428571428571428,253,-128,-310
253,599,Tellers,43-3071.00,70.7875,119.72,102.05,17.67,0.2516205677151353,0,2,6,12,4,4,566,0.5912754761109255,358,0.1428571428571428,254,-104,-312
254,11,Security Managers,11-3013.01,72.58500000000001,111.63,95.23,16.4,0.2506604289652354,0,0,0,23,1,4,568,0.6502284332168773,258,0.1428571428571428,255,-3,-313
255,371,Court Reporters and Simultaneous Captioners,27-3092.00,36.2175,65.9,56.24,9.66,0.2501967159511931,0,2,1,9,0,2,570,0.5495827010622154,420,0.1428571428571428,256,-164,-314
256,905,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051.07,32.68,53.75,45.9,7.85,0.2494338561384532,0,1,1,9,1,2,572,0.608,331,0.1428571428571428,257,-74,-315
257,171,"Energy Engineers, Except Wind and Solar",17-2199.03,51.095,78.34,66.92,11.42,0.249049054581572,0,0,1,15,2,3,574,0.6522210875670156,256,0.1428571428571428,258,2,-316
258,629,Legal Secretaries and Administrative Assistants,43-6012.00,34.4525,55.57,47.47,8.1,0.2490310230335255,0,1,1,8,2,2,575,0.6199838042109052,315,0.1428571428571428,259,-56,-316
259,758,Locksmiths and Safe Repairers,49-9094.00,5.1425,56.22,8.06,48.16,0.245623453422362,10,1,0,0,1,2,579,0.0914710067591604,908,0.1428571428571428,260,-648,-319
260,148,Chemical Engineers,17-2041.00,33.8375,51.21,43.88,7.33,0.2452963226455606,0,0,0,11,1,2,580,0.6607596172622534,236,0.1428571428571428,261,25,-319
261,165,Mechanical Engineers,17-2141.00,62.8625,99.33,85.64,13.69,0.2376562452981436,0,0,6,13,5,4,587,0.6328651968186851,288,0.1428571428571428,262,-26,-325
262,789,Machinists,51-4041.00,58.9125,121.82,87.95,33.87,0.4014614471518422,4,2,6,10,3,4,353,0.483602856673781,503,0.1379310344827586,263,-240,-90
263,378,Film and Video Editors,27-4032.00,59.01,91.81,78.37,13.44,0.2499189205327023,0,0,7,5,7,3,571,0.6427404422176233,272,0.1363636363636363,264,-8,-307
264,203,Molecular and Cellular Biologists,19-1029.02,52.425,82.9,71.32000000000001,11.58,0.2403481748033078,0,0,4,12,3,3,584,0.632388419782871,292,0.1363636363636363,265,-27,-319
265,104,Computer Systems Analysts,15-1211.00,57.8225,76.87,66.76,10.11,0.2284460836322319,0,0,2,6,11,3,596,0.7522115259529074,72,0.1363636363636363,266,194,-330
266,153,Electrical Engineers,17-2071.00,54.0425,79.85,69.42,10.43,0.2271167016741234,0,0,2,13,4,3,597,0.6768002504696305,204,0.1363636363636363,267,63,-330
267,798,"Welders, Cutters, Solderers, and Brazers",51-4121.00,35.17,113.72,59.03,54.69,0.4992717579348058,10,4,3,8,1,4,28,0.3092683784734436,740,0.1333333333333333,268,-472,240
268,501,Police and Sheriff's Patrol Officers,33-3051.00,48.2725,123.59,70.53,53.06,0.4900094557014974,9,1,3,13,0,4,101,0.3905858079132616,646,0.1333333333333333,269,-377,168
269,790,Metal-Refining Furnace Operators and Tenders,51-4051.00,25.495,65.4,43.06,22.34,0.4498126794414986,3,3,0,7,0,2,253,0.3898318042813455,647,0.1333333333333333,270,-377,17
270,788,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,22.8675,62.35,41.18,21.17,0.4485018929150892,3,3,2,5,0,2,257,0.3667602245388933,674,0.1333333333333333,271,-403,14
271,722,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,24.8475,60.77,40.17,20.6,0.4481470841712149,3,1,3,6,0,2,260,0.4088777357248642,619,0.1333333333333333,272,-347,12
272,337,"Teaching Assistants, Special Education",25-9043.00,37.9925,110.7,80.38,30.32,0.3977516159383214,4,7,11,4,0,4,358,0.3432023486901535,698,0.1333333333333333,273,-425,-85
273,192,Calibration Technologists and Technicians,17-3028.00,7.5,15.0,11.0,4.0,0.3911111111111112,2,1,4,3,3,2,368,0.5,474,0.1333333333333333,274,-200,-94
274,540,Animal Trainers,39-2011.00,8.125,63.260000000000005,16.490000000000002,46.77,0.3854425413028788,9,2,1,0,1,2,374,0.1284381915902624,888,0.1333333333333333,275,-613,-99
275,184,Electrical and Electronic Engineering Technologists and Technicians,17-3023.00,55.425,100.51,77.2,23.31,0.3562632484586294,2,1,6,11,6,4,414,0.5514376678937418,417,0.1333333333333333,276,-141,-138
276,654,Solar Energy Installation Managers,47-1011.03,34.345,58.0,46.04,11.96,0.3273712247324614,1,0,1,10,1,2,453,0.5921551724137931,355,0.1333333333333333,277,-78,-176
277,399,Music Therapists,29-1129.02,58.44,125.15,103.48,21.67,0.2863410539394277,1,3,13,8,1,4,515,0.4669596484218937,528,0.1333333333333333,278,-250,-237
278,436,Cytogenetic Technologists,29-2011.01,76.7625,138.76,115.26,23.5,0.2813506292732708,1,2,5,17,1,4,523,0.5532033727298934,413,0.1333333333333333,279,-134,-244
279,870,Helpers--Production Workers,51-9198.00,47.0625,111.73,92.89,18.84,0.2803756280773943,1,12,3,8,2,4,527,0.4212163250693636,598,0.1333333333333333,280,-318,-247
280,579,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091.00,9.75,15.0,13.0,2.0,0.231111111111111,0,1,1,8,3,2,591,0.65,260,0.1333333333333333,281,21,-310
281,746,Millwrights,49-9044.00,16.759999999999998,96.2,33.94,62.26,0.4566682370840375,12,3,2,3,0,3,232,0.1742203742203742,867,0.1304347826086956,282,-585,50
282,838,Chemical Equipment Operators and Tenders,51-9011.00,52.985,99.46,77.59,21.87,0.3430738535851489,2,2,1,15,0,3,429,0.532726724311281,442,0.1304347826086956,283,-159,-146
283,800,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191.00,56.215,98.43,81.41,17.02,0.2860304938504756,1,2,1,16,0,3,516,0.5711165295133598,383,0.1304347826086956,284,-99,-232
284,453,Veterinary Technologists and Technicians,29-2056.00,41.75,134.92,65.99,68.92999999999999,0.4997625828976713,12,2,4,8,1,4,17,0.3094426326712126,738,0.1290322580645161,285,-453,268
285,617,Freight Forwarders,43-5011.01,84.875,133.13,115.85,17.28,0.2259008722997981,0,0,5,19,3,4,598,0.6375347404792309,281,0.1290322580645161,286,5,-312
286,75,Logistics Analysts,13-1081.02,87.5175,116.68,101.74,14.94,0.2232952504140083,0,0,2,11,14,4,604,0.7500642783681865,77,0.1290322580645161,287,210,-317
287,717,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,48.77,145.39,88.92,56.47,0.4750924888439568,10,7,8,6,3,5,167,0.3354426026549282,709,0.1282051282051282,288,-421,121
288,896,Motorboat Operators,53-5022.00,23.8275,68.07,34.31,33.76,0.4999673574647238,6,0,2,6,0,2,7,0.3500440722785368,689,0.125,289,-400,282
289,440,Histology Technicians,29-2012.01,13.08,36.4,21.52,14.88,0.4833619128124622,2,1,1,3,0,1,138,0.3593406593406593,682,0.125,290,-392,152
290,438,Histotechnologists,29-2011.04,28.3625,68.35,41.95,26.4,0.4741206268137714,4,0,4,5,1,2,171,0.4149597659107535,607,0.125,291,-316,120
291,452,Surgical Technologists,29-2055.00,19.3225,74.31,27.24,47.07,0.464394186711529,8,0,1,5,0,2,210,0.2600255685641232,793,0.125,292,-501,82
292,497,Police Identification and Records Officers,33-3021.02,30.27,65.65,44.37,21.28,0.4381487602155259,3,1,1,9,0,2,290,0.461081492764661,536,0.125,293,-243,3
293,251,Forensic Science Technicians,19-4092.00,43.745,97.59,67.35,30.24,0.427699503941076,4,0,7,10,0,3,315,0.4482528947638077,553,0.125,294,-259,-21
294,836,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,46.0025,93.07,65.39,27.68,0.4179150304682224,4,2,0,15,0,3,331,0.4942785000537229,485,0.125,295,-190,-36
295,422,Allergists and Immunologists,29-1229.01,40.3375,70.67999999999999,52.41,18.27,0.3833448393150025,2,0,0,11,1,2,376,0.5707059988681381,384,0.125,296,-88,-80
296,888,Taxi Drivers,53-3054.00,6.25,16.0,12.0,4.0,0.375,2,4,3,5,0,2,388,0.390625,645,0.125,297,-348,-91
297,143,Surveyors,17-1022.00,56.7775,96.52,76.5,20.02,0.3287917240654425,2,0,3,13,3,3,452,0.5882459593866556,360,0.125,298,-62,-154
298,403,Advanced Practice Psychiatric Nurses,29-1141.02,51.975,100.39,79.93,20.46,0.3245372333684067,2,3,2,14,0,3,458,0.5177308496862237,458,0.125,299,-159,-159
